0.000000000000000000e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02
1.010101010101010083e-01,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.020202020202019888e+00,4.054897401689675496e-01,3.297255129915515681e+02
2.020202020202020166e-01,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.040404040404039998e+00,6.429350288268379510e-01,3.178532485586581515e+02
3.030303030303030387e-01,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.060606060606060552e+00,7.834324490569259947e-01,3.108283775471536501e+02
4.040404040404040331e-01,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.080808080808080440e+00,8.674020274796350183e-01,3.066298986260183028e+02
5.050505050505050830e-01,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.101010101010101661e+00,9.180731619457784820e-01,3.040963419027112309e+02
6.060606060606060774e-01,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.121212121212121771e+00,9.489356430201077997e-01,3.025532178489946205e+02
7.070707070707070718e-01,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.141414141414141659e+00,9.679021437122991012e-01,3.016048928143850958e+02
8.080808080808080662e-01,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.161616161616161769e+00,9.796590121853337996e-01,3.010170493907333480e+02
9.090909090909090606e-01,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.181818181818181879e+00,9.870077654734699113e-01,3.006496117263264978e+02
1.010101010101010166e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.202020202020202211e+00,9.916382666064397222e-01,3.004180866696780754e+02
1.111111111111111160e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.222222222222222543e+00,9.945787489658965974e-01,3.002710625517052563e+02
1.212121212121212155e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.242424242424241987e+00,9.964601124574886670e-01,3.001769943771255953e+02
1.313131313131313149e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.262626262626261875e+00,9.976726226862853153e-01,3.001163688656856721e+02
1.414141414141414144e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.282828282828281541e+00,9.984595899243834394e-01,3.000770205037807727e+02
1.515151515151515138e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.303030303030301429e+00,9.989738571446327153e-01,3.000513071427683371e+02
1.616161616161616132e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.323232323232321983e+00,9.993121487303757711e-01,3.000343925634811058e+02
1.717171717171717127e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.343434343434342093e+00,9.995361091689004551e-01,3.000231945415548580e+02
1.818181818181818121e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.363636363636362425e+00,9.996853044738990279e-01,3.000157347763048961e+02
1.919191919191919116e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.383838383838382313e+00,9.997852942834701828e-01,3.000107352858263425e+02
2.020202020202020332e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.404040404040402645e+00,9.998527023164005545e-01,3.000073648841798786e+02
2.121212121212121104e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.424242424242422977e+00,9.998984118052107739e-01,3.000050794097393236e+02
2.222222222222222321e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.444444444444443310e+00,9.999295806172565637e-01,3.000035209691371278e+02
2.323232323232323093e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.464646464646463420e+00,9.999509464131268732e-01,3.000024526793436621e+02
2.424242424242424310e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.484848484848483752e+00,9.999656642070304802e-01,3.000017167896484693e+02
2.525252525252525082e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.505050505050503862e+00,9.999758483633087724e-01,3.000012075818344783e+02
2.626262626262626299e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.525252525252523972e+00,9.999829253295229314e-01,3.000008537335237406e+02
2.727272727272727071e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.545454545454544082e+00,9.999878859619414362e-01,3.000006057019028844e+02
2.828282828282828287e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.565656565656564192e+00,9.999913689810199235e-01,3.000004315509489743e+02
2.929292929292929060e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.585858585858584524e+00,9.999938251130237044e-01,3.000003087443487857e+02
3.030303030303030276e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,1.606060606060604634e+00,9.999955648176220846e-01,3.000002217591188582e+02
3.131313131313131048e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,1.626262626262624744e+00,8.612589355281173864e-01,3.000001602263478162e+02
3.232323232323232265e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,1.646464646464645520e+00,7.620677953176908659e-01,3.000001162328780424e+02
3.333333333333333481e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,1.666666666666665630e+00,6.908573204713100990e-01,3.000000846494535267e+02
3.434343434343434254e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,1.686868686868686185e+00,6.395285684083561462e-01,3.000000618840139168e+02
3.535353535353535470e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,1.707070707070707405e+00,6.023851812211371559e-01,3.000000454100980392e+02
3.636363636363636243e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,1.727272727272727293e+00,5.754036908591166899e-01,3.000000334432088493e+02
3.737373737373737459e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,1.747474747474748069e+00,5.557304925026189668e-01,3.000000247177091524e+02
3.838383838383838231e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,1.767676767676767957e+00,5.413335234537276497e-01,3.000000183323340934e+02
3.939393939393939448e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,1.787878787878788733e+00,5.307600442344315717e-01,3.000000136427615303e+02
4.040404040404040664e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,1.808080808080808843e+00,5.229674806191549896e-01,3.000000101865867350e+02
4.141414141414140992e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,1.828282828282828731e+00,5.172047996030388894e-01,3.000000076307099448e+02
4.242424242424242209e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,1.848484848484848619e+00,5.129290266105931417e-01,3.000000057343097524e+02
4.343434343434343425e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,1.868686868686868507e+00,5.097461102264112531e-01,3.000000043226160074e+02
4.444444444444444642e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,1.888888888888888618e+00,5.073691405557865242e-01,3.000000032683772702e+02
4.545454545454544970e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,1.909090909090908728e+00,5.055884884896046927e-01,3.000000024786185691e+02
4.646464646464646187e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,1.929292929292928838e+00,5.042504668469570683e-01,3.000000018851763457e+02
4.747474747474747403e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,1.949494949494948726e+00,5.032420321634807348e-01,3.000000014379133404e+02
4.848484848484848619e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,1.969696969696968392e+00,5.024797669877704154e-01,3.000000010998318203e+02
4.949494949494949836e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,1.989898989898988280e+00,5.019019223690157627e-01,3.000000008435448535e+02
5.050505050505050164e+00,5.099999999999999645e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,2.010101010101007724e+00,5.014626451251423811e-01,3.000000006487156270e+02
5.151515151515151381e+00,5.099999999999999645e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,2.020202020202018556e+00,5.011327143841394216e-01,3.000000005023840686e+02
5.252525252525252597e+00,5.099999999999999645e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,2.030303030303028944e+00,5.008783261818403609e-01,3.000000003895572718e+02
5.353535353535353813e+00,5.099999999999999645e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,2.040404040404039332e+00,5.006819302422893525e-01,3.000000003024512694e+02
5.454545454545454142e+00,5.099999999999999645e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,2.050505050505049276e+00,5.005301091525490298e-01,3.000000002351152375e+02
5.555555555555555358e+00,5.099999999999999645e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,2.060606060606060108e+00,5.004125940476081835e-01,3.000000001829946541e+02
5.656565656565656575e+00,5.099999999999999645e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,2.070707070707070496e+00,5.003215171673918160e-01,3.000000001426000154e+02
5.757575757575757791e+00,5.099999999999999645e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,2.080808080808080440e+00,5.002508422195209858e-01,3.000000001112540531e+02
5.858585858585858119e+00,5.099999999999999645e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,2.090909090909090384e+00,5.001959317929881577e-01,3.000000000869001724e+02
5.959595959595959336e+00,5.099999999999999645e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,2.101010101010099440e+00,5.001532183971084677e-01,3.000000000679558525e+02
6.060606060606060552e+00,5.099999999999999645e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,2.111111111111109828e+00,5.001199540966916324e-01,3.000000000532024274e+02
6.161616161616161769e+00,5.099999999999999645e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,2.121212121212119772e+00,5.000940197705423529e-01,3.000000000416999910e+02
6.262626262626262097e+00,5.099999999999999645e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,2.131313131313129716e+00,5.000737784376371176e-01,3.000000000327224257e+02
6.363636363636363313e+00,5.099999999999999645e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,2.141414141414139660e+00,5.000579638893209999e-01,3.000000000257082320e+02
6.464646464646464530e+00,5.099999999999999645e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,2.151515151515150492e+00,5.000455954891288579e-01,3.000000000202226147e+02
6.565656565656565746e+00,5.099999999999999645e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,2.161616161616161325e+00,5.000358949609645665e-01,3.000000000159201932e+02
6.666666666666666963e+00,5.099999999999999645e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,2.171717171717171269e+00,5.000282881403441682e-01,3.000000000125464226e+02
6.767676767676767291e+00,5.099999999999999645e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,2.181818181818181213e+00,5.000223168292644571e-01,3.000000000098980877e+02
6.868686868686868507e+00,5.099999999999999645e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,2.191919191919191157e+00,5.000176243629037565e-01,3.000000000078168227e+02
6.969696969696969724e+00,5.099999999999999645e+00,5.000000000000000000e+00,3.000000000000000000e+02,5.000000000000000000e-01,2.202020202020201545e+00,5.000139328383880200e-01,3.000000000061795618e+02
7.070707070707070940e+00,5.099999999999999645e+00,5.000000000000000000e+00,3.250000000000000000e+02,5.000000000000000000e-01,2.212121212121211933e+00,5.000110255125076453e-01,3.000000000048900688e+02
7.171717171717171269e+00,5.099999999999999645e+00,5.000000000000000000e+00,3.250000000000000000e+02,5.000000000000000000e-01,2.222222222222223653e+00,5.000087396084268443e-01,3.051832150221435995e+02
7.272727272727272485e+00,5.099999999999999645e+00,5.000000000000000000e+00,3.250000000000000000e+02,5.000000000000000000e-01,2.232323232323232709e+00,5.000069349417558540e-01,3.092752394738773773e+02
7.373737373737373701e+00,5.099999999999999645e+00,5.000000000000000000e+00,3.250000000000000000e+02,5.000000000000000000e-01,2.242424242424242653e+00,5.000055086755025302e-01,3.125092529771004592e+02
